Player,Year,GP,GS,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OFF,DEF,TRB,AST,STL,BLK,TOV,PF
Luka Doncic,2013-14,67,66,35.2,20.81,7.79,15,0.519,0.03,0.13,0.222,5.19,6.57,0.791,3.09,6.96,10.04,1.57,1.33,2.82,1.63,2.99
Damian Lillard,2014-15,68,68,36.1,24.35,9.44,17.63,0.535,0.01,0.18,0.083,5.46,6.78,0.805,2.54,7.69,10.24,2.19,1.47,2.94,1.4,2.07
Shai Gilgeous-Alexander,2015-16,61,61,35.5,24.28,9.18,18.62,0.493,0.57,1.77,0.324,5.34,7.05,0.758,2.13,8.15,10.28,1.9,1.28,2.05,1.98,2.43
Giannis Antetokounmpo,2016-17,75,75,36.1,27.99,10.27,20.35,0.505,0.53,1.79,0.299,6.92,8.63,0.802,2.29,9.49,11.79,2.09,1.25,2.23,2.41,2.24
Jayson Tatum,2017-18,75,75,36.4,28.13,10.4,19.49,0.534,0.73,2.16,0.34,6.6,7.97,0.828,2.49,8.6,11.09,2.32,1.53,2.57,2.16,2.12
Stephen Curry,2018-19,56,56,33,25.93,9.46,18.32,0.517,0.86,2.59,0.331,6.14,7.73,0.794,3.11,8.89,12,3.89,1.57,2.41,2,2.36
Kevin Durant,2019-20,62,62,34.4,26.1,8.89,17.68,0.503,1.16,3.52,0.33,7.16,8.47,0.846,2.29,7.02,9.31,3.23,1.47,2.31,2.48,2.52
LeBron James,2020-21,36,36,32.3,21.83,8.36,17.03,0.491,0.72,2.78,0.26,4.39,5.94,0.738,1.72,6.22,7.94,3.06,1.25,1.64,2.06,1.67
Donovan Mitchell,2021-22,40,40,35.1,23.18,9.25,17.38,0.532,0.33,1.75,0.186,4.35,6.1,0.713,2.65,7.2,9.85,3.05,1.23,2.25,2.05,2.42
Devin Booker,2022-23,56,54,34,25.91,9.68,17.18,0.563,0.34,1.32,0.257,6.21,7.93,0.784,3.48,9.05,12.54,2.64,1.05,2.04,2.18,2.61
Joel Embiid,2017-18,68,68,29.7,15.19,5.5,12.68,0.434,2.13,5.9,0.362,2.06,2.44,0.843,1.16,6.31,7.47,1.16,0.57,0.59,1.22,1.51
Luka Doncic,2018-19,52,51,32.3,18.73,6.58,15.29,0.43,2.31,6.38,0.361,3.27,3.75,0.872,1.42,7.62,9.04,1.44,0.71,0.63,1.63,2.35
Damian Lillard,2019-20,50,50,29.8,14.74,5.02,11.82,0.425,2.18,6.34,0.344,2.52,3.06,0.824,1.2,5.06,6.26,1.48,0.84,0.46,1.62,1.92
Shai Gilgeous-Alexander,2020-21,51,26,25.8,13.63,4.9,10.22,0.48,2.33,5.8,0.402,1.49,1.8,0.826,0.69,4.57,5.25,0.88,0.51,0.29,1.02,1.47
Giannis Antetokounmpo,2021-22,61,61,30.8,14.75,5.13,11.52,0.445,2.23,6.23,0.358,2.26,2.61,0.868,0.97,4.69,5.66,1.33,0.74,0.49,0.89,2.13
Jayson Tatum,2022-23,66,66,34.4,25.62,8.65,17.35,0.499,3.03,7.74,0.391,5.29,6.05,0.875,1.97,6.67,8.64,1.86,0.64,0.58,1.92,2.08
Joel Embiid,2014-15,1,0,13.6,2,1,3,0.333,0,0,0,0,2,0,0,0,0,0,0,0,1,1
Luka Doncic,2015-16,81,60,28.2,11.35,4.42,10.31,0.429,0.12,0.44,0.278,2.38,3.33,0.715,2.12,8.11,10.23,1.78,0.65,0.36,1.84,2.99
Damian Lillard,2016-17,74,73,28.8,13.18,5.09,10.45,0.488,0.23,0.85,0.27,2.76,3.81,0.723,2.03,6.57,8.59,3.57,0.66,0.5,2.34,3.35
Shai Gilgeous-Alexander,2017-18,82,49,26.7,16.13,6.15,11.02,0.558,0.12,0.55,0.222,3.72,5.18,0.718,2.21,5.77,7.98,2.56,0.52,0.55,2.6,3.34
Giannis Antetokounmpo,2018-19,73,49,30.6,21.44,7.82,14.92,0.524,0.92,2.67,0.344,4.88,6.67,0.731,2.22,6.47,8.68,3.14,0.71,0.62,2.85,3.37
Jayson Tatum,2019-20,64,64,32.5,19.5,7.23,15.72,0.46,1,3.61,0.277,4.03,5.5,0.733,2.36,7.36,9.72,3.09,0.8,0.34,3.02,2.78
Stephen Curry,2020-21,71,71,37.6,24.11,8.48,18.61,0.456,2.25,5.48,0.411,4.9,6.04,0.811,1.18,9,10.18,6.01,0.9,0.25,3.39,3.17
Kevin Durant,2021-22,72,72,35.3,20.1,7.11,17.31,0.411,1.67,5.42,0.308,4.21,5.57,0.756,1.74,8.21,9.94,5.14,0.74,0.54,3.4,2.85
LeBron James,2022-23,77,77,35.6,25.14,8.55,18.6,0.459,2.83,8.26,0.343,5.22,6.9,0.757,1.83,8.13,9.96,4.1,0.64,0.27,2.81,3.03
Joel Embiid,2017-18,73,61,27.7,11.56,4.49,10.92,0.412,0.64,2.1,0.307,1.93,2.67,0.723,0.45,2.34,2.79,4.38,0.96,0.27,2.37,2.23
Luka Doncic,2018-19,81,81,31.4,17.27,6.23,13.6,0.458,1.06,2.86,0.371,3.74,5.15,0.727,0.53,3.22,3.75,7.28,1.64,0.56,2.8,2.52
Damian Lillard,2019-20,51,49,32,21.12,7.67,15.98,0.48,1.06,3.63,0.292,4.73,6.71,0.705,0.69,3.16,3.84,6.82,1.45,0.49,3.1,2.84
Shai Gilgeous-Alexander,2020-21,58,58,35.1,25.19,9.12,19.14,0.477,1.78,5.52,0.322,5.17,7.19,0.719,0.57,2.93,3.5,7.19,1.5,0.47,3,2.93
Giannis Antetokounmpo,2021-22,59,59,35.3,23.17,8.75,18.51,0.473,1.25,4.22,0.297,4.42,5.9,0.75,0.42,3.49,3.92,5.59,1.15,0.42,2.85,2.92
Jayson Tatum,2022-23,73,73,33.4,25.01,9.34,18.23,0.512,1.63,5.03,0.324,4.7,6.03,0.78,0.55,3.64,4.19,6.12,1.14,0.32,2.48,2.36
Joel Embiid,2014-15,77,40,24.7,10.1,3.71,8.79,0.422,0.74,2.17,0.341,1.94,2.3,0.842,0.35,2.43,2.78,3.58,0.7,0.13,2.51,2.05
Luka Doncic,2015-16,82,33,28,14.02,5.28,11.7,0.452,1.5,3.85,0.389,1.96,2.48,0.793,0.33,2.45,2.78,3.06,0.84,0.21,1.89,2.35
Damian Lillard,2016-17,47,47,37.2,18.91,6.94,15.11,0.459,2.55,6.6,0.387,2.49,2.98,0.836,0.4,3,3.4,2.96,0.87,0.21,1.81,2.21
Shai Gilgeous-Alexander,2017-18,24,24,27.3,16.71,5.67,14.79,0.383,1.75,5.12,0.341,3.62,4.46,0.813,0.38,3.54,3.92,3,1,0.17,1.79,2.29
Giannis Antetokounmpo,2018-19,63,62,34.5,23.68,8.41,18.02,0.467,1.9,5.1,0.374,4.95,5.95,0.832,0.63,4.03,4.67,4.49,0.95,0.41,3.41,2.22
Jayson Tatum,2019-20,60,60,34.8,25.5,8.98,19.98,0.45,3.07,8.07,0.38,4.47,5.57,0.802,0.68,4.13,4.82,4.23,1.47,0.47,3.43,2.18
Stephen Curry,2020-21,58,58,35.1,27.43,9.81,19.36,0.507,3.45,8.22,0.419,4.36,5.14,0.849,0.62,4.36,4.98,4.86,0.79,0.47,3.5,2.38
Kevin Durant,2021-22,67,67,34.7,24.4,8.43,17.7,0.476,2.76,7.09,0.389,4.78,5.6,0.853,0.33,4.27,4.6,4.52,0.61,0.34,2.55,1.79
LeBron James,2022-23,77,77,36,24.84,8.74,18.03,0.485,2.65,7.06,0.375,4.71,5.56,0.848,0.55,3.94,4.48,4.25,0.9,0.23,2.52,2.06
Joel Embiid,2020-21,72,55,32.1,19.33,7.01,16.82,0.417,2.38,7.22,0.329,2.93,3.78,0.776,0.82,3.85,4.67,2.93,1.14,0.5,2.22,1.79
Luka Doncic,2021-22,72,72,34.2,21.29,7.62,17.29,0.441,2.99,8.36,0.357,3.06,3.89,0.786,0.86,3.9,4.76,3.82,1.46,0.64,2.64,2.28
Damian Lillard,2022-23,79,79,36,24.63,8.95,19.51,0.459,2.7,7.32,0.369,4.04,5.34,0.756,0.59,5.2,5.8,4.43,1.58,0.73,3.28,2.35
Joel Embiid,2009-10,77,65,21.6,8.6,3.31,6.65,0.498,0.05,0.21,0.25,1.92,2.52,0.763,0.86,2.04,2.9,0.69,0.56,0.23,0.81,2.29
Luka Doncic,2010-11,82,82,34.8,17.2,6.57,14.07,0.467,0.06,0.63,0.096,3.99,4.9,0.813,0.91,2.93,3.84,1.8,1.04,0.38,1.76,2.65
Damian Lillard,2011-12,63,63,35,16.73,6.05,14.33,0.422,0.38,1.46,0.261,4.25,5.25,0.81,0.63,2.71,3.35,2.03,0.76,0.27,1.95,2.57
Shai Gilgeous-Alexander,2012-13,82,82,36.7,18.11,6.68,15.01,0.445,0.41,1.46,0.283,4.33,5.21,0.831,0.59,3.32,3.9,2.49,0.93,0.29,1.84,2.11
Giannis Antetokounmpo,2013-14,79,79,38.2,22.67,7.65,17.81,0.429,0.81,2.66,0.305,6.57,7.97,0.824,0.65,3.7,4.34,3.96,1.09,0.35,2.23,2.49
Jayson Tatum,2014-15,60,60,35,20.07,6.82,16.5,0.413,0.42,1.47,0.284,6.02,7.23,0.832,0.68,3.93,4.62,3.5,1.22,0.18,2.28,2.03
Stephen Curry,2015-16,78,78,35.9,23.46,7.87,17.65,0.446,0.6,1.78,0.338,7.12,8.37,0.85,0.82,3.65,4.47,4.04,1.04,0.27,2.24,2.14
Kevin Durant,2016-17,74,74,35.4,27.3,9.74,20.88,0.467,0.45,1.68,0.266,7.36,8.74,0.842,0.95,4.27,5.22,3.92,1.05,0.18,2.43,1.81
LeBron James,2017-18,80,80,33.9,23,8.06,17.66,0.456,1.11,3.59,0.31,5.76,6.99,0.825,0.74,3.2,3.94,5.21,1.06,0.28,2.19,1.89
Donovan Mitchell,2018-19,77,77,34.9,21.23,8.19,17.05,0.481,0.09,0.58,0.156,4.75,5.73,0.83,0.7,5.3,6,6.17,1.12,0.47,2.58,2.3
Devin Booker,2019-20,68,68,34.1,22.12,8.19,15.43,0.531,0.13,0.51,0.257,5.6,6.63,0.845,0.65,4.87,5.51,5.59,1.03,0.29,2.41,2.65
Kyrie Irving,2020-21,61,61,33.7,21.57,7.46,15.08,0.495,0.31,1.21,0.257,6.34,7.21,0.88,0.66,3.59,4.25,6.92,0.92,0.25,1.95,2.1
Jaylen Brown,2021-22,76,76,36.1,27.87,10.18,20.2,0.504,0.66,1.87,0.352,6.84,7.8,0.877,0.74,4.42,5.16,4.92,0.89,0.32,2.38,2.34
Trae Young,2022-23,74,74,36.2,24.54,8.88,17.61,0.504,0.62,1.92,0.324,6.16,7.07,0.872,0.46,4.18,4.64,5.09,1.12,0.49,2.07,2.51
Joel Embiid,2015-16,80,55,21.7,9.95,3.84,7.5,0.512,0.35,1.05,0.333,1.93,2.38,0.811,2.26,4.74,7,2.36,0.99,0.62,1.3,2.6
Luka Doncic,2016-17,73,59,27.9,16.73,6.77,11.7,0.578,0.62,1.9,0.324,2.58,3.12,0.825,2.9,6.93,9.84,4.92,0.84,0.75,2.34,2.93
Damian Lillard,2017-18,75,73,32.5,18.47,6.72,13.47,0.499,1.48,3.73,0.396,3.55,4.17,0.85,2.6,8.11,10.71,6.11,1.2,0.81,2.8,2.83
Shai Gilgeous-Alexander,2018-19,80,80,31.3,20.05,7.7,15.07,0.511,1.04,3.38,0.307,3.61,4.4,0.821,2.85,7.96,10.81,7.25,1.35,0.69,3.1,2.85
Giannis Antetokounmpo,2019-20,73,73,32,19.95,7.74,14.67,0.528,1.1,3.49,0.314,3.37,4.12,0.817,2.27,7.47,9.74,7.01,1.16,0.6,3.1,3.04
Jayson Tatum,2020-21,72,72,34.6,26.36,10.17,17.96,0.566,1.28,3.29,0.388,4.75,5.47,0.868,2.85,7.99,10.83,8.32,1.32,0.67,3.08,2.67
Stephen Curry,2021-22,74,74,33.5,27.08,10.32,17.72,0.583,1.31,3.89,0.337,5.12,6.32,0.81,2.78,10.99,13.77,7.89,1.47,0.85,3.8,2.58
Kevin Durant,2022-23,69,69,33.7,24.49,9.36,14.81,0.632,0.83,2.16,0.383,4.94,6.01,0.822,2.42,9.42,11.84,9.83,1.26,0.68,3.58,2.52
Joel Embiid,2016-17,55,38,15.6,4.16,1.87,3.73,0.502,0.02,0.13,0.143,0.4,0.58,0.688,1.16,2.2,3.36,0.31,0.47,0.82,0.6,1.98
Luka Doncic,2017-18,81,5,20.7,7.27,3.12,6.15,0.508,0.36,1.63,0.22,0.67,1.07,0.621,0.98,3.52,4.49,1.96,0.77,0.52,0.83,2.05
Damian Lillard,2018-19,80,79,31.8,16.93,6.49,11.81,0.549,0.99,2.67,0.369,2.96,3.77,0.785,1.55,5.31,6.86,3.1,0.91,0.65,1.93,3.01
Shai Gilgeous-Alexander,2019-20,60,60,35.2,22.85,8.33,18.4,0.453,2.18,6.08,0.359,4,5.05,0.792,1.07,6.25,7.32,3.45,1.02,0.88,2.47,2.83
Giannis Antetokounmpo,2020-21,56,56,35.8,21.36,7.8,17.16,0.455,1.3,4.39,0.297,4.45,5.38,0.827,1.7,5.54,7.23,4.46,1.14,0.66,2.32,3.11
Jayson Tatum,2021-22,68,68,37.9,22.81,8.76,17.75,0.494,1.1,3.21,0.344,4.18,5.57,0.749,1.88,6.65,8.53,5.29,1.25,0.62,2.66,3.31
Stephen Curry,2022-23,71,71,37.4,24.23,8.87,18.49,0.48,1.31,4.04,0.324,5.17,6.68,0.774,1.85,5.99,7.83,5.85,0.92,0.51,2.38,3.21
Joel Embiid,2018-19,73,38,21.8,9.29,3.62,7.74,0.467,0.86,2.48,0.348,1.19,1.64,0.725,0.34,1.97,2.32,3.15,0.51,0.05,1.21,1.74
Luka Doncic,2019-20,57,16,17.9,8.18,3.18,6.81,0.466,0.75,2.11,0.358,1.07,1.32,0.813,0.39,1.96,2.35,3.3,0.39,0.07,1.16,1.3
Damian Lillard,2020-21,68,12,25,12.6,4.82,9.22,0.523,1.19,2.94,0.405,1.76,2.22,0.795,0.4,3,3.4,3.51,0.51,0.01,1.18,1.6
Shai Gilgeous-Alexander,2021-22,79,61,31.9,16.27,6.41,12.76,0.502,1.19,3.19,0.373,2.27,2.7,0.84,0.54,3.37,3.91,4.77,0.84,0.04,1.57,1.91
Giannis Antetokounmpo,2022-23,68,68,35,24.01,8.63,17.57,0.491,1.97,4.74,0.416,4.78,5.76,0.829,0.59,2.96,3.54,6.19,0.9,0.22,2.09,2.24
Joel Embiid,2015-16,72,72,28.4,14.28,5.18,12.31,0.421,1.12,3.38,0.333,2.79,3.33,0.838,1.83,5.47,7.31,1.29,0.74,1.86,1.68,2.85
Luka Doncic,2016-17,66,65,32.8,18.12,6.71,14.92,0.45,1.7,4.76,0.357,3,3.82,0.786,1.68,5.52,7.2,1.47,0.71,1.95,1.79,3.7
Damian Lillard,2017-18,48,48,32.4,22.67,8.12,18.52,0.439,1.88,4.75,0.395,4.54,5.73,0.793,1.29,5.29,6.58,1.19,0.75,2.4,1.94,2.94
Shai Gilgeous-Alexander,2019-20,57,57,31.8,20.42,6.98,16.35,0.427,2.49,7.07,0.352,3.96,4.96,0.799,1.75,7.72,9.47,1.79,0.72,2.02,1.61,3.25
Giannis Antetokounmpo,2020-21,43,43,30.9,20.12,7.56,15.88,0.476,2.26,6,0.376,2.74,3.21,0.855,1.91,6.95,8.86,1.58,0.47,1.35,1.19,2.67
Jayson Tatum,2021-22,51,51,29,20.2,6.9,15.04,0.459,1.53,4.94,0.31,4.86,5.61,0.867,2,6.06,8.06,2.33,0.73,1.65,1.59,2.69
Stephen Curry,2022-23,65,65,32.6,23.15,7.8,15.66,0.498,2.11,5.48,0.385,5.45,6.4,0.851,1.75,6.65,8.4,2.68,0.89,1.54,2.11,3.02
Joel Embiid,2011-12,42,0,8.5,2.6,0.76,1.88,0.405,0.05,0.26,0.182,1.02,1.33,0.768,0.55,0.79,1.33,0.33,0.26,0.12,0.33,0.48
Luka Doncic,2012-13,82,20,26,8.6,2.91,6.24,0.467,0.49,1.28,0.381,2.28,2.84,0.803,1.66,2.34,4,1.4,0.95,0.38,0.76,1.18
Damian Lillard,2013-14,67,67,38.7,13.1,4.1,10.34,0.397,1.01,3.58,0.283,3.88,5.04,0.769,1.3,3.63,4.93,2.61,1.9,0.54,1.52,1.58
Shai Gilgeous-Alexander,2014-15,65,65,38.7,20.02,6.48,14.03,0.462,1.12,2.97,0.378,5.94,7.12,0.834,1.75,4.08,5.83,3.26,1.75,0.55,1.43,1.66
Giannis Antetokounmpo,2015-16,67,67,36.9,20.88,7.01,15.43,0.455,0.96,3.07,0.311,5.9,7.09,0.832,1.18,4.16,5.34,4.79,1.64,0.64,1.97,1.85
Jayson Tatum,2016-17,76,75,37,23.89,7.5,16.47,0.455,1.2,3.26,0.367,7.7,8.89,0.865,1.7,4.49,6.18,5.49,1.88,0.42,2.09,1.47
Stephen Curry,2017-18,59,59,36.7,22.15,7.41,15.61,0.474,1.19,3.39,0.35,6.15,7.2,0.854,1.34,3.98,5.32,4.88,1.97,0.41,1.83,1.32
Kevin Durant,2018-19,65,65,33.6,18.69,6.43,13.91,0.462,1.03,2.97,0.347,4.8,5.62,0.855,1.86,3.4,5.26,4.05,1.89,0.6,1.46,1.71
LeBron James,2019-20,58,58,33.8,19.95,5.95,13.07,0.455,0.5,2.05,0.244,7.55,9.05,0.834,1.83,4.83,6.66,6.03,1.78,0.55,2.19,1.4
Donovan Mitchell,2020-21,52,52,33.6,21.46,7.04,14.15,0.497,0.48,1.96,0.245,6.9,8,0.863,1.81,5.1,6.9,7.1,2.08,0.35,2.1,1.37
Devin Booker,2021-22,57,57,33.9,21.39,6.98,14.54,0.48,0.47,2.04,0.233,6.95,7.98,0.87,1.79,4.11,5.89,5.47,1.65,0.47,2.12,1.54
Kyrie Irving,2022-23,64,64,33.4,22.91,7.48,13.88,0.539,0.56,1.61,0.35,7.38,8.67,0.85,2.2,3.66,5.86,5.31,1.83,0.33,1.58,1.25
Joel Embiid,2021-22,67,67,31.9,17.27,6.06,14.24,0.426,2.34,6.84,0.343,2.81,3.52,0.797,0.49,2.88,3.37,2.63,0.66,0.27,2.01,1.54
Luka Doncic,2022-23,76,76,34.2,22.14,7.45,17.88,0.416,2.46,7.29,0.338,4.79,6.09,0.786,0.57,3.17,3.74,3.7,0.78,0.24,2.63,1.72
Joel Embiid,2019-20,17,1,17.7,9.06,3.12,5.24,0.596,0.76,1.29,0.591,2.06,2.59,0.795,0.59,2.76,3.35,0.88,0.82,0.12,0.76,1.65
Luka Doncic,2020-21,69,67,28.5,12.77,4.9,10.22,0.479,0.87,2.62,0.331,2.1,2.84,0.74,1.35,4.62,5.97,1.75,0.58,0.35,1.13,2.06
Damian Lillard,2021-22,75,74,31.9,17.04,6.28,13.48,0.466,2.12,5.32,0.398,2.36,3.12,0.756,1.07,5.03,6.09,2.11,0.77,0.19,1.23,1.97
Shai Gilgeous-Alexander,2022-23,63,63,32.7,21.98,7.98,17.67,0.452,2.13,6.46,0.329,3.89,5.19,0.749,0.89,4.16,5.05,2.9,0.73,0.17,2.13,1.98
Joel Embiid,2011-12,66,29,24.4,12.52,4.82,10.88,0.443,1.68,4.06,0.414,1.2,1.38,0.868,0.36,2.08,2.44,2.02,0.74,0.3,1.56,2.35
Luka Doncic,2012-13,82,82,35.8,16.57,6.2,14.7,0.422,2.57,6.41,0.401,1.61,1.91,0.841,0.39,3.34,3.73,2.23,1.05,0.55,1.91,2.89
Damian Lillard,2013-14,81,81,35.4,18.37,6.9,15.54,0.444,2.75,6.6,0.417,1.81,2.28,0.795,0.47,2.6,3.07,2.23,0.91,0.46,1.67,2.89
Shai Gilgeous-Alexander,2014-15,77,77,31.9,21.66,7.82,16.87,0.463,3.1,7.08,0.439,2.92,3.32,0.879,0.35,2.86,3.21,2.88,1.13,0.78,1.94,1.58
Giannis Antetokounmpo,2015-16,80,80,33.3,22.14,8.14,17.32,0.47,3.45,8.12,0.425,2.41,2.76,0.873,0.44,3.39,3.83,2.08,0.75,0.61,1.73,1.9
Jayson Tatum,2016-17,78,78,34,22.33,8.26,17.64,0.468,3.44,8.29,0.414,2.38,2.79,0.853,0.63,3.03,3.65,2.05,0.85,0.51,1.64,1.78
Stephen Curry,2017-18,73,73,34.3,20.01,7.88,16.14,0.488,3.14,7.12,0.44,1.12,1.34,0.837,0.42,3.37,3.79,2.53,0.75,0.47,1.75,1.6
Kevin Durant,2018-19,78,78,34,21.54,8.4,17.97,0.467,3.09,7.68,0.402,1.65,2.03,0.816,0.47,3.36,3.83,2.38,1.08,0.6,1.47,2.01
LeBron James,2021-22,32,32,29.4,20.38,7.69,17.91,0.429,3.56,9.25,0.385,1.44,1.59,0.902,0.47,3.44,3.91,2.75,0.5,0.53,1.34,1.69
Donovan Mitchell,2022-23,69,69,33,21.87,7.91,18.14,0.436,4.36,10.59,0.412,1.68,1.91,0.879,0.57,3.58,4.14,2.36,0.71,0.42,1.78,1.88
Joel Embiid,2019-20,59,59,30.9,12.34,4.75,11.85,0.401,1.78,5.02,0.355,1.07,1.22,0.875,0.46,1.42,1.88,3.88,0.71,0.07,2.56,1.56
Luka Doncic,2020-21,54,50,33.1,17.43,6.7,14.85,0.451,1.94,4.93,0.395,2.07,2.44,0.848,0.43,1.96,2.39,6.09,1.22,0.11,3.04,2.04
Damian Lillard,2021-22,68,68,35.7,21.66,7.97,17.25,0.462,2.56,6.68,0.383,3.16,3.54,0.892,0.57,2.72,3.29,8.57,1.31,0.1,3.65,1.69
Shai Gilgeous-Alexander,2022-23,69,69,35.5,21.59,7.57,16.36,0.462,2.45,5.97,0.41,4.01,4.65,0.863,0.41,2.28,2.68,7.8,1.23,0.13,2.88,2.14
Joel Embiid,2014-15,78,28,23.8,8.97,3.35,7.38,0.453,1.17,3.28,0.355,1.12,1.36,0.821,0.64,2.09,2.73,0.87,0.44,0.12,1,1.33
Luka Doncic,2015-16,79,39,26.8,11.23,4.1,9.48,0.433,1.63,4.28,0.382,1.39,1.67,0.833,0.46,2.77,3.23,1.25,0.37,0.06,1.46,1.51
Damian Lillard,2016-17,81,54,25.7,13.74,4.64,10.43,0.445,1.78,4.84,0.367,2.68,3,0.893,0.46,2.96,3.42,1.37,0.42,0.09,1.62,1.8
Shai Gilgeous-Alexander,2017-18,80,80,30.8,14.26,5.05,10.65,0.474,1.94,4.83,0.402,2.23,2.56,0.868,0.38,3,3.38,1.49,0.69,0.1,1.32,1.61
Giannis Antetokounmpo,2018-19,81,81,31.8,17.95,6.44,12.98,0.497,2.02,4.77,0.425,3.04,3.77,0.807,0.41,3.7,4.11,1.99,0.85,0.01,1.65,1.7
Jayson Tatum,2019-20,63,63,33.1,20.24,6.63,14.84,0.447,3,7.25,0.414,3.97,4.4,0.903,0.62,3.49,4.11,2.08,0.54,0.11,2.52,1.75
Stephen Curry,2020-21,72,72,30.8,17.01,5.64,12.85,0.439,2.5,6.4,0.39,3.24,3.68,0.879,0.56,3.35,3.9,1.89,0.62,0.06,1.78,1.6
Kevin Durant,2021-22,69,69,30.9,18.09,6.12,13.45,0.455,2.62,6.78,0.387,3.23,3.77,0.858,0.84,3.45,4.29,1.74,0.49,0.01,1.71,1.68
LeBron James,2022-23,59,59,32.1,21.58,7.29,14.95,0.488,2.46,5.98,0.411,4.54,5.14,0.884,0.61,3.17,3.78,2.58,0.58,0.14,2.29,1.92
Joel Embiid,2020-21,68,17,22.3,9.19,3.44,7.34,0.469,1.72,3.99,0.432,0.59,0.72,0.816,0.46,2.63,3.09,1.74,0.6,0.24,0.87,1.84
Luka Doncic,2021-22,76,76,29.8,18.21,6.68,14.49,0.461,3,6.88,0.436,1.84,2.04,0.903,0.61,3.79,4.39,2.74,1.21,0.38,1.46,2.58
Damian Lillard,2022-23,58,58,31.8,21.5,7.76,16.19,0.479,2.86,7.02,0.408,3.12,3.53,0.883,0.74,4.28,5.02,4.38,0.97,0.38,2.17,2.59
Joel Embiid,2017-18,77,37,31.2,16.13,6.08,13.49,0.45,2.06,5.64,0.366,1.91,2.7,0.707,1.14,5.13,6.27,1.83,0.64,0.44,1.82,2.08
Luka Doncic,2018-19,70,68,33.1,18.69,7.09,15.53,0.456,1.83,6.03,0.303,2.69,3.57,0.752,0.86,4.6,5.46,2.54,0.59,0.37,1.9,2.43
Damian Lillard,2019-20,61,9,25,12.82,4.77,10.95,0.436,1.41,4.46,0.316,1.87,2.54,0.735,0.85,3.62,4.48,1.31,0.46,0.43,1.49,2.07
Shai Gilgeous-Alexander,2020-21,68,32,28.7,12.85,4.93,11.13,0.443,2.01,5.59,0.361,0.99,1.43,0.691,1.59,4.54,6.13,1.87,0.51,0.6,1.66,1.78
Giannis Antetokounmpo,2021-22,66,66,33.4,17.12,6.41,14.18,0.452,1.94,5.68,0.341,2.36,3.32,0.712,1.06,7.44,8.5,3.53,0.64,0.86,2.56,1.94
Jayson Tatum,2022-23,64,64,35,21.2,8,17.84,0.448,2.5,7.52,0.333,2.7,3.7,0.73,0.86,6.38,7.23,3.73,0.56,0.45,2.97,2.27
Joel Embiid,2015-16,39,0,8,1.85,0.74,2.72,0.274,0.15,0.69,0.222,0.21,0.26,0.8,0.62,1,1.62,0.95,0.15,0.03,0.49,0.59
Luka Doncic,2016-17,74,0,17.1,5.54,2.04,5.55,0.367,0.77,2.42,0.318,0.69,0.89,0.773,0.54,2.53,3.07,1.77,0.62,0.15,0.64,0.93
Damian Lillard,2017-18,80,16,25.9,11.25,3.95,10,0.395,1.91,5.03,0.381,1.44,1.86,0.772,0.79,3.91,4.7,2.9,1,0.24,1,1.54
